Month,State,City,Sessions,New users,Users,Transactions,Transaction revenue 
2019|11,Victoria,Shepparton - Mooroopna,"1,219",415,689,62,"$4,811.48"
2019|11,Victoria,Sunbury,"2,888",768,"1,334",168,"$23,909.52"
2019|11,Victoria,Swan Hill,230,62,88,9,"$1,835.82"
2019|11,Victoria,Traralgon,504,238,335,53,"$2,822.23"
2019|11,Victoria,Wangaratta,353,79,177,35,"$7,746.41"
2019|11,Victoria,Warragul,"1,219",494,689,53,"$7,311.32"
2019|11,Victoria,Warrnambool,"1,219",345,618,53,"$7,085.65"
2019|11,Victoria,Wodonga,"2,208",645,"1,033",62,"$6,806.46"
2019|11,Western Australia,(not set),"7,552","2,747","4,072",247,"$46,210.21"
2019|11,Western Australia,Albany,389,186,274,9,$544.52
2019|11,Western Australia,Broome,274,62,88,0,$0.00
2019|11,Western Australia,Bunbury,812,291,450,9,"$3,037.57"
2019|11,Western Australia,Busselton,283,186,194,0,$0.00
2019|11,Western Australia,Geraldton,"2,155",848,"1,210",62,"$13,533.69"
2019|11,Western Australia,Kalgoorlie - Boulder,186,53,141,0,$0.00
2019|11,Western Australia,Karratha,291,132,186,9,$335.55
2019|11,Western Australia,Mandurah,"1,943",733,"1,166",27,"$1,173.66"
2019|11,Western Australia,Perth,"253,818","90,727","121,049","8,046","$999,964.82"
2019|11,Western Australia,Port Hedland,141,71,79,9,$604.76
2019|12,(not set),(not set),188,70,102,0,$0.00
2019|12,Australian Capital Territory,(not set),94,31,47,23,"$3,811.91"
2019|12,Australian Capital Territory,Canberra,"47,445","14,371","22,745","1,814","$249,048.41"
2019|12,New South Wales,(not set),"17,335","5,262","9,797",633,"$62,204.51"
2019|12,New South Wales,Albury,"1,290",352,712,31,"$2,885.67"
2019|12,New South Wales,Armidale,508,211,367,16,"$3,081.85"
2019|12,New South Wales,Ballina,500,242,367,16,"$1,453.78"
2019|12,New South Wales,Batemans Bay,227,86,172,8,"$2,058.73"
2019|12,New South Wales,Bathurst,766,156,352,55,"$6,766.30"
2019|12,New South Wales,Bowral,94,47,78,8,$430.04
2019|12,New South Wales,Broken Hill,235,94,149,16,"$1,993.29"
2019|12,New South Wales,Byron Bay,"1,251",477,829,31,"$11,687.56"
2019|12,New South Wales,Casino,133,62,86,16,"$4,919.15"
2019|12,New South Wales,Central Coast,"14,918","4,418","8,014",602,"$74,275.13"
2019|12,New South Wales,Cessnock,407,117,242,8,$850.63
2019|12,New South Wales,Coffs Harbour,"2,221",680,"1,196",55,"$7,335.76"
2019|12,New South Wales,Dubbo,876,227,485,31,"$3,654.19"
2019|12,New South Wales,Forbes,188,47,117,16,"$1,615.01"
2019|12,New South Wales,Goulburn,696,110,282,16,"$1,601.17"
2019|12,New South Wales,Grafton,258,102,172,8,$382.66
2019|12,New South Wales,Griffith,383,102,211,39,"$3,128.29"
2019|12,New South Wales,Katoomba,94,16,55,0,$0.00
2019|12,New South Wales,Kempsey,516,55,117,16,"$5,658.12"
2019|12,New South Wales,Kiama,766,172,422,31,"$4,516.55"
2019|12,New South Wales,Lismore,610,172,344,31,"$6,329.38"
2019|12,New South Wales,Lithgow,141,39,78,8,$483.45
2019|12,New South Wales,Maitland,"3,644","1,329","2,197",125,"$12,395.88"
2019|12,New South Wales,Mudgee,266,94,125,47,"$2,221.99"
2019|12,New South Wales,Muswellbrook,336,70,117,8,$186.01
2019|12,New South Wales,Newcastle,"16,584","5,208","8,828",618,"$69,693.21"
2019|12,New South Wales,Nowra,110,39,70,16,$510.89
2019|12,New South Wales,Orange,"1,814",524,891,62,"$12,016.97"
2019|12,New South Wales,Parkes,133,47,94,0,$0.00
2019|12,New South Wales,Port Macquarie,"2,721",680,"1,361",117,"$19,462.66"
2019|12,New South Wales,Queanbeyan,782,258,493,23,"$1,035.15"
2019|12,New South Wales,Raymond Terrace,289,110,188,8,$210.64
2019|12,New South Wales,Richmond,23,8,23,0,$0.00
2019|12,New South Wales,Singleton,282,86,219,0,$0.00
2019|12,New South Wales,Sydney,"1,063,200","323,307","479,021","35,998","$4,330,245.05"
2019|12,New South Wales,Tamworth,633,211,399,16,"$1,014.67"
2019|12,New South Wales,Taree,399,102,211,16,"$5,143.63"
2019|12,New South Wales,Wagga Wagga,"1,400",391,782,47,"$5,815.12"
2019|12,New South Wales,Wollongong,"9,899","2,831","5,036",321,"$35,846.14"
2019|12,Northern Territory,(not set),227,70,133,8,$703.32
2019|12,Northern Territory,Alice Springs,328,110,211,8,$796.68
2019|12,Northern Territory,Darwin,"4,355","1,267","2,205",110,"$16,745.03"
2019|12,Queensland,(not set),"4,684","1,478","2,635",117,"$13,809.08"
2019|12,Queensland,Bongaree,31,8,23,0,$0.00
2019|12,Queensland,Brisbane,"411,997","136,981","202,550","12,471","$1,451,404.49"
2019|12,Queensland,Buderim,141,39,70,0,$0.00
2019|12,Queensland,Bundaberg,"1,572",407,688,39,"$2,781.13"
2019|12,Queensland,Cairns,"9,351","3,057","5,309",266,"$39,457.26"
2019|12,Queensland,Dalby,172,102,125,16,"$1,562.85"
2019|12,Queensland,Emerald,117,78,94,0,$0.00
2019|12,Queensland,Gladstone,547,195,297,16,"$1,999.93"
2019|12,Queensland,Gold Coast,"35,764","11,893","20,103","1,267","$149,481.18"
2019|12,Queensland,Gympie,188,70,141,0,$0.00
2019|12,Queensland,Hervey Bay,876,352,594,16,$498.70
2019|12,Queensland,Kingaroy,172,16,47,8,$625.52
2019|12,Queensland,Mackay,"2,705",821,"1,486",110,"$12,466.41"
2019|12,Queensland,Maroochydore,110,23,47,0,$0.00
2019|12,Queensland,Maryborough,125,62,117,0,$0.00
2019|12,Queensland,Mount Isa,297,94,164,8,$539.04
2019|12,Queensland,Nambour,414,141,211,8,$168.11
2019|12,Queensland,Nerang,94,39,70,0,$0.00
2019|12,Queensland,Rockhampton,"1,071",297,524,31,"$2,216.37"
2019|12,Queensland,Sunshine Coast,"15,067","5,145","8,671",422,"$41,575.80"
2019|12,Queensland,Toowoomba,"6,732","2,260","3,917",164,"$15,735.99"
2019|12,Queensland,Townsville,"8,327","2,987","4,691",313,"$42,269.12"
2019|12,Queensland,Victoria Point,23,0,8,0,$0.00
2019|12,Queensland,Warwick,86,31,62,0,$0.00
2019|12,South Australia,(not set),"2,690",704,"1,368",110,"$8,956.32"
2019|12,South Australia,Adelaide,"211,589","64,280","98,097","6,529","$806,445.07"
2019|12,South Australia,Gawler,696,172,328,16,$872.91
2019|12,South Australia,Mount Gambier,282,102,172,16,"$1,587.02"
2019|12,South Australia,Murray Bridge,235,94,156,8,$328.24
2019|12,South Australia,Port Augusta,39,39,39,0,$0.00
2019|12,South Australia,Port Lincoln,102,39,55,0,$0.00
2019|12,South Australia,Port Pirie,195,47,86,8,"$1,399.20"
2019|12,South Australia,Victor Harbor - Goolwa,469,70,203,31,"$4,017.39"
2019|12,South Australia,Whyalla,86,39,62,0,$0.00
2019|12,Tasmania,(not set),"1,861",407,868,86,"$14,172.82"
2019|12,Tasmania,Burnie - Somerset,297,125,188,16,"$2,390.73"
2019|12,Tasmania,Devonport,"1,110",289,594,70,"$7,581.90"
2019|12,Tasmania,Hobart,"26,858","7,013","12,041",923,"$86,941.86"
2019|12,Tasmania,Launceston,"15,677","3,816","6,849",547,"$50,221.79"
2019|12,Tasmania,Ulverstone,110,47,86,0,$0.00
2019|12,Victoria,(not set),"8,648","2,549","4,621",266,"$48,098.63"
2019|12,Victoria,Bacchus Marsh,227,55,133,0,$0.00
2019|12,Victoria,Bairnsdale,172,47,94,0,$0.00
2019|12,Victoria,Ballarat,"5,653","1,736","3,003",156,"$20,858.27"
2019|12,Victoria,Barwon Downs,149,94,125,8,$375.31
2019|12,Victoria,Bendigo,"2,025",719,"1,188",39,"$6,220.93"
2019|12,Victoria,Colac,235,55,133,0,$0.00
2019|12,Victoria,Drouin,798,250,461,16,$452.64
2019|12,Victoria,Echuca,328,102,188,0,$0.00
2019|12,Victoria,Geelong,"12,808","3,589","6,044",461,"$44,872.83"
2019|12,Victoria,Hamilton,117,23,47,23,"$2,282.36"
2019|12,Victoria,Horsham,258,78,110,16,"$1,762.39"
2019|12,Victoria,Melbourne,"1,002,587","296,214","439,520","33,825","$4,047,596.65"
2019|12,Victoria,Melton,"2,299",391,735,86,"$9,388.63"
2019|12,Victoria,Mildura,"1,400",422,680,70,"$10,346.61"
2019|12,Victoria,Moe - Newborough,805,156,282,23,"$3,054.72"
2019|12,Victoria,Morwell,563,141,297,16,"$2,027.07"
2019|12,Victoria,Pakenham,"2,909",813,"1,353",86,"$9,540.94"
2019|12,Victoria,Portland,110,23,47,0,$0.00
2019|12,Victoria,Sale,493,164,250,39,"$3,102.57"
2019|12,Victoria,Shepparton - Mooroopna,"1,361",289,626,39,"$6,251.26"
2019|12,Victoria,Sunbury,"1,838",563,"1,040",39,"$5,494.63"
2019|12,Victoria,Swan Hill,172,55,102,8,"$1,056.73"
2019|12,Victoria,Traralgon,383,125,258,0,$0.00
2019|12,Victoria,Wangaratta,391,156,258,8,$61.54
2019|12,Victoria,Warragul,"1,079",266,555,55,"$4,395.28"
2019|12,Victoria,Warrnambool,774,235,399,70,"$5,487.82"
2019|12,Victoria,Wodonga,"1,798",461,860,47,"$6,212.95"
2019|12,Western Australia,(not set),"5,192","1,861","3,221",149,"$19,725.15"
2019|12,Western Australia,Albany,203,110,156,0,$0.00
2019|12,Western Australia,Broome,313,102,180,0,$0.00
2019|12,Western Australia,Bunbury,"1,040",266,469,70,"$8,990.80"
2019|12,Western Australia,Busselton,266,110,164,16,"$1,171.99"
2019|12,Western Australia,Geraldton,649,242,414,8,$742.33
2019|12,Western Australia,Kalgoorlie - Boulder,102,31,62,0,$0.00
2019|12,Western Australia,Karratha,305,117,164,16,"$4,862.62"
2019|12,Western Australia,Mandurah,"2,729","1,056","1,650",94,"$7,466.49"
2019|12,Western Australia,Perth,"211,558","72,450","104,250","6,419","$726,084.75"
2019|12,Western Australia,Port Hedland,117,55,86,8,$837.73
2020|01,(not set),(not set),269,118,171,6,$231.75
2020|01,Australian Capital Territory,(not set),79,33,46,0,$0.00
2020|01,Australian Capital Territory,Canberra,"39,331","12,762","19,498","1,260","$167,395.38"
2020|01,New South Wales,(not set),"13,281","4,497","7,701",446,"$51,817.15"
2020|01,New South Wales,Albury,"1,556",493,899,85,"$5,894.73"
2020|01,New South Wales,Armidale,670,177,348,13,"$1,734.87"
2020|01,New South Wales,Ballina,604,230,394,13,"$1,482.51"
2020|01,New South Wales,Batemans Bay,374,85,177,0,$0.00
2020|01,New South Wales,Bathurst,525,158,282,0,$0.00
2020|01,New South Wales,Bowral,66,39,59,0,$0.00
2020|01,New South Wales,Broken Hill,158,66,118,0,$0.00
2020|01,New South Wales,Byron Bay,"1,005",368,584,33,"$4,929.61"
2020|01,New South Wales,Casino,125,72,105,0,$0.00
2020|01,New South Wales,Central Coast,"10,852","3,650","6,066",348,"$37,884.92"
2020|01,New South Wales,Cessnock,328,112,190,0,$0.00
2020|01,New South Wales,Coffs Harbour,"1,208",315,584,46,"$7,807.59"
2020|01,New South Wales,Dubbo,"1,228",440,722,53,"$7,688.36"
2020|01,New South Wales,Forbes,204,39,92,6,$606.28
2020|01,New South Wales,Goulburn,565,118,217,53,"$4,404.02"
2020|01,New South Wales,Grafton,125,72,99,0,$0.00
2020|01,New South Wales,Griffith,236,72,158,6,$203.38
2020|01,New South Wales,Katoomba,59,13,26,0,$0.00
2020|01,New South Wales,Kempsey,"2,206","1,326","1,392",46,"$5,889.88"
2020|01,New South Wales,Kiama,446,138,282,26,"$1,541.40"
2020|01,New South Wales,Lismore,486,190,328,26,"$2,798.93"
2020|01,New South Wales,Lithgow,92,33,66,0,$0.00
2020|01,New South Wales,Maitland,"2,567","1,011","1,490",92,"$12,043.01"
2020|01,New South Wales,Mudgee,315,118,210,13,"$1,227.59"
2020|01,New South Wales,Muswellbrook,309,118,184,20,"$1,053.95"
2020|01,New South Wales,Newcastle,"12,362","4,110","6,841",374,"$40,445.87"
2020|01,New South Wales,Nowra,33,6,33,0,$0.00
2020|01,New South Wales,Orange,"1,293",374,643,33,"$3,682.32"
2020|01,New South Wales,Parkes,158,59,112,0,$0.00
2020|01,New South Wales,Port Macquarie,"1,365",420,775,33,"$2,536.20"
2020|01,New South Wales,Queanbeyan,"1,083",354,532,39,"$10,900.63"
2020|01,New South Wales,Raymond Terrace,302,79,138,6,$912.08
2020|01,New South Wales,Richmond,20,13,13,0,$0.00
2020|01,New South Wales,Singleton,217,92,144,0,$0.00
2020|01,New South Wales,Sydney,"867,909","286,110","411,634","23,319","$2,694,670.65"
2020|01,New South Wales,Tamworth,670,256,446,13,"$1,554.93"
2020|01,New South Wales,Taree,486,112,210,6,$151.00
2020|01,New South Wales,Wagga Wagga,"1,215",420,709,33,"$3,078.34"
2020|01,New South Wales,Wollongong,"7,602","2,206","3,781",204,"$29,337.45"
2020|01,Northern Territory,(not set),801,197,335,59,"$6,454.34"
2020|01,Northern Territory,Alice Springs,387,118,210,0,$0.00
2020|01,Northern Territory,Darwin,"3,775","1,385","2,140",66,"$5,910.62"
2020|01,Queensland,(not set),"3,650","1,418","2,193",112,"$7,996.66"
2020|01,Queensland,Bongaree,53,39,46,0,$0.00
2020|01,Queensland,Brisbane,"354,813","129,699","184,261","9,440","$1,032,130.20"
2020|01,Queensland,Buderim,72,46,72,0,$0.00
2020|01,Queensland,Bundaberg,965,282,532,26,"$3,672.74"
2020|01,Queensland,Cairns,"7,858","2,810","4,576",190,"$27,179.13"
2020|01,Queensland,Dalby,79,53,79,0,$0.00
2020|01,Queensland,Emerald,53,46,46,6,$177.26
2020|01,Queensland,Gladstone,768,236,394,20,"$2,066.54"
2020|01,Queensland,Gold Coast,"30,810","11,456","17,739",722,"$91,972.51"
2020|01,Queensland,Gympie,309,66,125,6,"$1,175.73"
2020|01,Queensland,Hervey Bay,880,348,552,6,"$1,109.16"
2020|01,Queensland,Kingaroy,190,39,59,13,$781.96
2020|01,Queensland,Mackay,"2,298",794,"1,300",112,"$11,558.05"
2020|01,Queensland,Maroochydore,72,13,33,0,$0.00
2020|01,Queensland,Maryborough,151,72,125,26,"$1,468.79"
2020|01,Queensland,Mount Isa,223,66,144,0,$0.00
2020|01,Queensland,Nambour,249,99,164,0,$0.00
2020|01,Queensland,Nerang,53,20,39,0,$0.00
2020|01,Queensland,Rockhampton,867,479,617,20,"$1,832.76"
2020|01,Queensland,Sunshine Coast,"13,058","4,832","7,484",414,"$46,268.45"
2020|01,Queensland,Toowoomba,"5,607","1,891","3,132",177,"$14,988.93"
2020|01,Queensland,Townsville,"7,661","2,836","4,307",230,"$21,925.47"
2020|01,Queensland,Victoria Point,26,6,20,0,$0.00
2020|01,Queensland,Warwick,118,33,79,6,$391.87
2020|01,South Australia,(not set),"2,646",801,"1,379",85,"$7,559.89"
2020|01,South Australia,Adelaide,"183,197","58,724","86,475","4,563","$508,439.13"
2020|01,South Australia,Gawler,545,158,269,20,"$2,635.40"
2020|01,South Australia,Mount Gambier,289,85,171,20,"$1,514.68"
2020|01,South Australia,Murray Bridge,230,66,118,0,$0.00
2020|01,South Australia,Port Augusta,13,6,13,0,$0.00
2020|01,South Australia,Port Lincoln,151,26,99,0,$0.00
2020|01,South Australia,Port Pirie,177,59,85,6,$306.92
2020|01,South Australia,Victor Harbor - Goolwa,361,92,171,13,$411.89
2020|01,South Australia,Whyalla,144,46,79,6,$275.73
2020|01,Tasmania,(not set),"1,838",381,742,53,"$6,288.83"
2020|01,Tasmania,Burnie - Somerset,184,79,118,0,$0.00
2020|01,Tasmania,Devonport,952,282,591,39,"$3,074.66"
2020|01,Tasmania,Hobart,"23,089","6,539","10,642",886,"$95,106.92"
2020|01,Tasmania,Kingston,6,6,6,0,$0.00
2020|01,Tasmania,Launceston,"15,264","3,926","6,637",519,"$54,630.72"
2020|01,Tasmania,Ulverstone,158,33,92,0,$0.00
2020|01,Victoria,(not set),"6,316","2,173","3,631",190,"$24,113.79"
2020|01,Victoria,Bacchus Marsh,440,138,197,46,"$3,078.27"
2020|01,Victoria,Bairnsdale,72,13,39,0,$0.00
2020|01,Victoria,Ballarat,"3,683","1,221","2,186",53,"$6,390.53"
2020|01,Victoria,Barwon Downs,26,6,13,0,$0.00
2020|01,Victoria,Bendigo,"1,615",427,801,99,"$11,978.94"
2020|01,Victoria,Colac,197,39,92,0,$0.00
2020|01,Victoria,Drouin,545,144,269,6,$177.26
2020|01,Victoria,Echuca,243,79,158,6,$361.08
2020|01,Victoria,Geelong,"9,933","2,934","4,989",256,"$24,917.94"
2020|01,Victoria,Hamilton,79,26,53,0,$0.00
2020|01,Victoria,Horsham,335,92,151,20,"$2,663.04"
2020|01,Victoria,Melbourne,"804,347","259,876","377,476","21,566","$2,550,597.52"
2020|01,Victoria,Melton,"1,556",315,571,20,"$2,320.08"
2020|01,Victoria,Mildura,932,309,479,13,"$2,071.59"
2020|01,Victoria,Moe - Newborough,742,99,197,20,$997.16
2020|01,Victoria,Morwell,473,177,309,26,"$3,967.83"
2020|01,Victoria,Mount Martha,20,0,20,0,$0.00
2020|01,Victoria,Pakenham,"2,449",565,"1,096",99,"$10,906.80"
2020|01,Victoria,Portland,66,33,46,6,$544.57
2020|01,Victoria,Sale,243,79,158,6,$577.72
2020|01,Victoria,Shepparton - Mooroopna,"1,129",276,525,39,"$3,411.05"
2020|01,Victoria,Sunbury,643,289,473,13,"$1,476.47"
2020|01,Victoria,Swan Hill,125,13,33,0,$0.00
2020|01,Victoria,Traralgon,433,118,210,13,$828.31
2020|01,Victoria,Wangaratta,335,79,118,13,"$1,154.85"
2020|01,Victoria,Warragul,945,322,493,33,"$2,741.42"
2020|01,Victoria,Warrnambool,689,230,368,39,"$2,919.53"
2020|01,Victoria,Wodonga,880,302,538,26,"$4,023.11"
2020|01,Western Australia,(not set),"4,950","2,127","3,046",105,"$14,568.71"
2020|01,Western Australia,Albany,158,99,131,0,$0.00
2020|01,Western Australia,Broome,177,85,131,0,$0.00
2020|01,Western Australia,Bunbury,571,236,374,13,$472.49
2020|01,Western Australia,Busselton,249,105,151,6,$0.00
2020|01,Western Australia,Geraldton,446,236,322,6,$393.51
2020|01,Western Australia,Kalgoorlie - Boulder,138,39,92,0,$0.00
2020|01,Western Australia,Karratha,420,164,249,0,$0.00
2020|01,Western Australia,Mandurah,"2,534","1,037","1,589",33,"$3,072.96"
2020|01,Western Australia,Perth,"195,007","72,839","100,550","4,694","$531,429.78"
2020|01,Western Australia,Port Hedland,118,46,66,0,$0.00
2020|02,(not set),(not set),408,97,162,6,$161.97
2020|02,Australian Capital Territory,(not set),123,26,58,6,$712.61
2020|02,Australian Capital Territory,Canberra,"38,653","13,495","20,318","1,224","$126,482.75"
2020|02,New South Wales,(not set),"21,912","7,366","12,401",667,"$104,730.12"
2020|02,New South Wales,Albury,"1,270",460,777,52,"$19,115.02"
2020|02,New South Wales,Armidale,609,214,415,19,"$2,894.37"
2020|02,New South Wales,Ballina,162,84,123,6,$388.73
2020|02,New South Wales,Batemans Bay,130,26,91,0,$0.00
2020|02,New South Wales,Bathurst,557,181,317,6,"$1,159.39"
2020|02,New South Wales,Bowral,246,19,26,0,$0.00
2020|02,New South Wales,Broken Hill,194,58,104,0,$0.00
2020|02,New South Wales,Byron Bay,810,311,499,13,$522.46
2020|02,New South Wales,Casino,58,32,52,0,$0.00
2020|02,New South Wales,Central Coast,"11,798","4,276","6,978",291,"$27,432.47"
2020|02,New South Wales,Cessnock,330,78,156,6,"$1,684.18"
2020|02,New South Wales,Coffs Harbour,"1,257",415,713,71,"$8,770.13"
2020|02,New South Wales,Dubbo,"1,004",291,544,19,$543.51
2020|02,New South Wales,Forbes,149,45,91,0,$0.00
2020|02,New South Wales,Goulburn,58,19,32,0,$0.00
2020|02,New South Wales,Grafton,65,13,65,0,$0.00
2020|02,New South Wales,Griffith,272,91,143,13,"$4,269.13"
2020|02,New South Wales,Katoomba,110,19,45,0,$0.00
2020|02,New South Wales,Kempsey,123,13,32,0,$0.00
2020|02,New South Wales,Kiama,143,52,104,0,$0.00
2020|02,New South Wales,Lismore,324,149,227,6,$206.94
2020|02,New South Wales,Lithgow,162,52,71,0,$0.00
2020|02,New South Wales,Maitland,"2,229",777,"1,283",39,"$2,525.79"
2020|02,New South Wales,Mudgee,395,130,207,19,"$1,301.54"
2020|02,New South Wales,Muswellbrook,97,45,65,0,$0.00
2020|02,New South Wales,Newcastle,"12,537","5,403","7,865",369,"$47,769.27"
2020|02,New South Wales,Orange,972,376,622,19,"$2,026.07"
2020|02,New South Wales,Parkes,130,52,84,6,$582.58
2020|02,New South Wales,Port Macquarie,"1,199",408,661,52,"$8,277.35"
2020|02,New South Wales,Queanbeyan,"1,069",434,635,13,$544.10
2020|02,New South Wales,Raymond Terrace,58,26,45,0,$0.00
2020|02,New South Wales,Richmond,91,19,26,6,$881.13
2020|02,New South Wales,Singleton,175,58,117,6,$395.21
2020|02,New South Wales,Sydney,"872,018","293,577","421,483","23,628","$2,834,598.20"
2020|02,New South Wales,Tamworth,"1,134",428,622,39,"$1,344.04"
2020|02,New South Wales,Taree,291,58,130,6,$756.93
2020|02,New South Wales,Wagga Wagga,"1,931",512,959,45,"$9,598.07"
2020|02,New South Wales,Wollongong,"9,038","3,000","4,956",266,"$24,018.42"
2020|02,Northern Territory,(not set),304,97,188,13,"$2,967.00"
2020|02,Northern Territory,Alice Springs,376,97,188,0,$0.00
2020|02,Northern Territory,Darwin,"3,706","1,270","2,067",143,"$18,143.12"
2020|02,Queensland,(not set),"7,736","2,702","4,522",162,"$19,098.24"
2020|02,Queensland,Bongaree,97,58,71,0,$0.00
2020|02,Queensland,Brisbane,"353,474","129,072","185,503","8,954","$1,125,172.85"
2020|02,Queensland,Buderim,26,19,26,0,$0.00
2020|02,Queensland,Bundaberg,"1,140",382,570,26,"$1,069.66"
2020|02,Queensland,Cairns,"7,567","2,766","4,418",84,"$9,132.88"
2020|02,Queensland,Dalby,32,26,32,6,$355.75
2020|02,Queensland,Emerald,117,45,91,6,"$1,224.51"
2020|02,Queensland,Gladstone,434,143,317,32,"$8,077.67"
